Timestamp Created,PlayTimeTotal,Recommended,TranslatedReview
1745112636,408,True,Ich hab das Spiel zum ersten mal in einem Livestream gesehen und fand es direkt ansprechend. Ich bin ein riesen Fan des Genres und das Game ist sehr gelungen. Schönes Setting und gute Abwechslung zu Genre-Ablegern. Das Game bietet sehr viele Möglichkeiten neue Builds zu testen und diese zu verfeinern. Ich freue mich schon auf mehr Content! :)
1745109616,688,True,"Liebe Entwickler, dieses Game ist was besonderes. Seit Halls of Torment hat mich kein Vampire Survivorlike so gehooked! Ich liebe die Möglichkeit, sich durch Gegner durchbewegen zu können und das System mit den Knoten ist erfrischend für das Genre und Gleichzeitig bietet das so viele Möglichkeiten. Man hat nicht nur die Klassen die Einen Build ausmachen, sondern auch zB Das Runensystem greifen perfekt ineinander ein. Ich liebe den minimalistischen Pixelstyle der gleichzeitig von dem Phänomenalen Bossen und den schönen Effekten der Skills begleitet wird. Ich kann mir für die Zukunft nur großartiges Vorstellen. Multiplayer wäre pefekt. Ich würde mir eine Filterfunktion für die Runen wünschen. Zudem braucht es mehr Spezialknoten und ich freue mich schon unheimlich auf die nächsten Klassen die hoffentlich kommen werden. Ihr habt wirklich tolle Arbeit bisher gemacht und freue mich auf die Zukunft dieses Games. Fanboy Text Ende und jetzt kauft euch das wenn ihr Vampiresurvivor Games mögt! Müsst ihr wissen xD"
1745104574,1085,True,Schöne Überlebende mögen
1745103253,2162,True,Würde mir noch ein Sortierungssystem und vielleicht und zusammenforgen für die Warpaints wünschen. Ansonsten mega geiles spiel Hänno
1745098118,1789,True,"Liebes Entwicklungsteam von Asgards Fall,
Sie haben Ihre Magie bearbeitet. Ihr Spiel wurde am 9. April in den frühen Zugang und ich finde es wunderbar. Ich habe es bereits seit über 20 Stunden gespielt und alle Erfolge freigeschaltet. Ich habe den Krieger bereits auf Stufe 30 (max) und die anderen beiden sind auch fast da. Ich vermisse nur zwei legendäre Runen. Es macht nur viel Spaß und ich freue mich auf die Zukunft mit großer Vorfreude. 
Ich bin gespannt, wie Sie das Lategame entwerfen werden. 
Du machst einen wirklich tollen Job."
1745098074,614,True,Tolles spiel! Aber bringt ihr noch Koop raus ?
1745098005,448,True,
1745086542,481,True,tolles spiel freu mich auf weiteren content
1745084928,1543,True,"die besten rund 7 euro meines lebens xD. ein wirklich sehr sehr gutes game an eines an dem ich seit langem mal wieder ne menge spaß habe. es wird schon sehr vieles richtig gemacht! ich kann es wirklich nur empfehlen!
vor allem die meta - progression macht es sehr gut! bin gespannt und voller vorfreude auf das, was uns noch erwartet!"
1745083831,487,True,"Das Spiel hat jetzt schon etwas süchtig gemacht, ist trotzdem cool für zwischendurch oder auch für einen längern Abend.
Ich würde mir nur eine gekennzeichnete Mapborder wünschen ansonsten wirklich top."
1745082030,420,True,"Schön, das Geld wert."
1745080840,241,True,definitiv ausbaufähiges survivors game da noch ea würde ich sagen wartet die nächsten majorpatches ab
1745080258,559,True,"Top Spiel für ein Early Access-Titel, hoffe das es später noch mehr Chars,Skills und Angriffe gibt."
1745050552,685,True,super
1745031242,401,True,"Die Präsentation ist top und wirkt bereits sehr ausgereift mit einer sehr gelungenen Pixelgrafik. Das Highlight für mich sind die Bosskämpfe, die mit einzigartigen Mechaniken glänzen. Das Knoten- und Runensystem, sowie individuelle Skill Trees für die einzelnen Charaktere verleiten dazu, mit gefühlt unendlichen Möglichkeiten Builds zusammenzustellen und zu optimieren, doch hier habe ich leider einen Kritikpunkt: Ich würde mir wünschen dass sich verschiedene Builds Spielerisch mehr unterscheiden. Es ist zwar wichtig, auf Synergien zu achten, wobei die ausgewählten Runen und Knoten die Schadenstypen der ausgerüsteten Fähigkeiten verstärken, aber letztendlich laufen alle Builds, in meiner Wahrnehmung, darauf hinaus, möglichst viel Schaden an Gegnern zu verursachen. Dabei gibt es, meiner Meinung nach, noch viel Potential die vorhandenen Systeme, beispielsweise durch weitere Schadenstyp-spezifische passive fähigkeiten, zu erweitern, um einzelnen Spielstilen stärkere Identitäten zu verleihen. Doch das ist der einzige grobe punkt der mir nicht so sehr gefallen hat, in einem Spiel, das sonst echt Spaß macht."
1745015403,504,True,Mein erstes Spiel dieses Genres und ich liebe es! HOB sei Dank!
1745014117,809,True,Mega Geis Geilo Spiel
1745013704,635,True,Macht einfach Spass und hat absolutes Suchtpotential!
1745010233,1512,True,"Wenn man erstmal reingekommen ist, mega spiel :-) 
Multiplayer online oder wenigstens offline wäre mega . Freue mich auf weitere Updates."
1745005781,266,True,Macht richtig Bock
1745003551,1010,True,"Hallo Liebes Team hinter Asgard Falls,

ich bin nun 4 Stunden im Game und sehr verliebt. Es macht wirklich Lust auf mehr, vielen Dank dafür!

Zwei Sachen sind mir aufgefallen: Wenn ich im Statmenü bin und sehen möchte was denn Schock eigentlich ist dann kann ich nicht mit dem Controller rüber scrollen sondern muss immer auf die Tastatur wechseln, bin ich da einfach zu doof oder geht das wirklich nicht? 

Außerdem würde ich es cool finden wenn es ein Zusatzmenü gibt was einem beim Level Up die freigeschalteten Gegenstände anzeigt. Ich weiß suchen ist nicht schwer, aber wäre ein Nice to Have!

Mit dem Design und der Atmosphäre bin ich sehr zufrieden, auch Handling und Spielgefühl sind toll. 
Bereue keinen Cent und freue mich auf mehr Content! Weiter so. 

Frohe Ostern und liebe Grüße aus der Hauptstadt. 

Ps: Spandau gehört nicht dazu ;)"
1745000647,469,True,habe es heute bei hänno gesehen und habe es mir sofort gekauft und habe direkt 4 stunden gesuchtet mega game morgen gehts weiter
1745000419,1515,True,"Würde mir Statistiken wünschen wo man z.b sehen kann wie viel schaden man mit einer Fähigkeit insgesamt schon gemacht hat oder wie viele Gegner man insgesamt schon getötet hat usw.

Ansonsten würde ich mir noch eine art Pre-set System für die Kriegsbemalungen wünschen. Das man mehrer Kriegsbemalungs Sets bauen kann und dann zwischen 1, 2 und 3 wechsel kann in der Lobby.
Eventuell noch eine Sortier Funktion bei den Kriegsbemalungen."
1744997436,618,True,"Ist ein sehr sehr krasses game was mit KNallern wie Brotato mithalten kann 

allerdings finde ich das mehr prozentdetails zu einigen skills helfen würden bei éntscheiden sowie das zwischendurch einsehen der skills aber der rest baba lohnt sich 


aber müsst ihr wissen ;)"
1744995800,688,True,"Der Einsteig ist wirklich etwas holprig. Es fehlt an guten Erklärungen für Fähigkeiten und allgemein gibt es wenig Beschreibungen und es wird viel Wissen vorausgesetzt. Nach relativ kurzer Zeit hat man sich aber eingefunden und dann ist das Spiel wirklich so unfassbar gut und zeitlos. Ich habe in zwei Tagen direkt 8h Spielzeit erlangt. Dicke Weiterempfehlung! Trotzdem mit Bitte an den Entwickler, dass Beschreibungen und Details bei den Zaubern etc. hinzugefügt werden. Oft muss man raten, v.a. ob&wie Dinge in kombination funktionieren könnten."
1744994656,1459,True,Ich muss echt sagen das Game macht echt mega bock gerade wenn man Streamt und die zuschauer einem helfen können oder das Game schwerer machen können also eine absolute Empfehlung für das Game hat mega sucht potential und macht mega bock
1744987692,1092,True,"Ein super Game, vor allem für das Geld.
Bin gespannt was noch alles kommt."
1744977124,1859,True,"Ich hatte bis jetzt eine tolle Zeit mit dem Spiel. Natürlich gibt es viele Verbesserungen, die in Zukunft durchgeführt werden könnten und sollten. Im Moment hoffe ich, dass ein Warpaint -Filter die Sortierung von Warenpunkten und Entscheidungen, die verkauft werden können und die aufbewahrt werden sollten, auferlegt werden. Ich würde mich auch über eine Beschreibung freuen, welche Statistiken jede Stufe eines Status wie 18% DMG [T3] ergeben können ... ist TTHat 3 x 6% oder 2 x 7% und 1x 4% ... Für Casuals ist das Spiel super nett. Wenn Sie gerne maxieren, hoffen wir, dass sie daran arbeiten: D."
1744975595,653,True,
1744974540,584,True,"macht Fun! coole Bosse und spürbarer Meta-Progress. Im Runen-Menü hätte ich gerne mehr Filter/Sortier optionen....zurzeit muss man alle Runen durchgehen wenn man seinen Build umstellen will.

Sonst Top! Hab Bock auf die nächsten Maps"
1744968533,382,True,"Packt mich genauso wie Brotato es getan hat :)
Hatte leider kurz vorm Boss Fight nen Gamecrash aber sonst läuft es sehr gut .
Freu mich auf den Full Release !"
1744966593,284,True,Sehr geiles Game. Macht viel Spaß zu zocken. Einzige Kritik: Zu hohes Suchtpotenzial ;)
1744958474,688,True,"Sehr süchtig machendes Spiel. Welt 4 ist aktuell etwas op. Leichtes balancing an allen Stellen wäre gut. Des Weiteren eine leichte Story einflechten, die man über sie Metaebene über die Zeit entwickelt wäre wünschenswert. Aktuell mit 4 Welten ist es ein recht eingeschränkter Kontent aber die Roadmap offenbart ja noch einiges."
1744935907,1780,True,"Sehr schönes, simples Spiel um Abends nach der Arbeit abzuschalten. Man flitzt über die Map killt 1.000 von Mobs und kann diese auf verschiedenste Weisen immer wieder neu nieder metzeln. Die Knoten und Kombinierungsmöglichkeiten der Fähigkeiten und Schadensquellen ist ebenfalls top umgesetzt."
1744929007,2425,True,"Schönes kleines Game, hoffentlich kommt bald ein update mit neuen Maps"
1744915020,567,True,Schönes kleines Game. Immer nett auch mal für eine einzelne Runde.
1744914738,699,False,"Mag das Spiel an sich sehr gerne! Macht enorm viel Spaß und hat hohen Suchtfaktor.

Jedoch wurde nach dem Update heute (17.04) mein kompletter Speicherstand von 12 Stunden resettet. 
Gestern war alles noch da und einwandfrei, aber nachdem ich es heute gestartet habe, musste ich erfahren, dass alles komplett weg ist.
Es wurde von Seiten der Devs gesagt, dass sie Cloudservices etablieren wollten. 
Habe bereits unter Diskussionen kommentiert, jedoch noch keine Antwort erhalten. 
Andere scheinen vereinzelt auch dieses Problem zu haben

All in all ein gutes Spiel, in dem ich auch gerne die Entwicklung mitverfolge würde, aber so wie es mir den Spielstand und somit auch den Spaß genommen hat, kann ich es aktuell nicht weiterempfehlen. 
Wenn sich dies ändert, bin ich gerne bereit meine Rezension zu überarbeiten. - Bis dahin jedoch kann ich es nicht empfehlen"
1744914551,986,True,"So: nach dem ich dieses Spiel sehr ausgiebig ausgereizt habe, jeden Charakter auf Level 30 gebracht und alle Erfolge gesammelt habe kann ich sagen:
Für 6€ ein absolutes Meisterwerk für alle Fans von Survivor-Likes!
Das Knoten-System bringt ein wenig tiefe in den Run neben den Waffen/Waffenkombis.
Ich freue mich jetzt schon auf die weiteren Updates mit mehr Welten und hoffentlich mehr Charakteren und Secrets!
Anbei noch ein paar Punkte die ich gerne noch sehen würde in Zukünftigen Upgrades:

-einen Button zum Sortieren der Runen nach gewissen Eigenschaften/Seltenheit

-die Möglichkeits Waffen und Knoten beim Upgrade zu verbannen/Level-Ups zu skippen, es ist sehr frustrierend wenn man nur das bekommt was man nicht braucht

-im Charakterauswahl-Bildschirm fände ich eine kleine Zusammenfassung der Werte und Skills des Charakters sehr nützlich, gerade wenn noch mehr dazu kommen. Bei meiner ersten RUnde Seher war ich sehr verwirrt was der lila Balken unter den Lebenspunkten war

-eine Gesamtstatistik aller Runs (wie oft welche Waffe, wieviel Kills, etc...einfach nützliche Informationen) nicht zu guter Letzt weil der Erfolg mit 1.000.000 Kills mich minimal in den Wahnsinn getrieben hat lol

-zu guter Letzt eine persönliche Präferenz(hab mich dabei nicht mit Balancing auseinander gesetzt): Die möglichkeit mehr als eine Waffenkombination zu schmieden oder auch die Möglichkeit diese Kombiwaffen aufzuleveln.

So, alles in allem: ein unglaublich gutes Spiel, das für 6€ wahrlich geschenkt ist und auch in Zukunft meine Unterstützung bekommt, Lob an die Entwickler!"
1744912547,2331,True,O
1744911793,1043,True,Süchtig machender neuer Survivors-like-Roguelite
1744910535,205,True,"Kann ich nur empfehlen, sehr viel Content. 
Macht echt Laune :)"
1744908921,673,True,Solides Game. Läuft auch super auf dem SteamDeck.
1744899921,609,True,"Bisher habe ich sehr viel Spaß mit dem Game und finde die meta progression auch einen schmauß, der Grind is bisher nicht zu langwierig und im gesamten seh ich sehr viel potenzial in dieser kleinen perle

Dinge die ich vlt Persönlich noch gerne sehen würde: 
* keine ahnung ob das nur bei mir so ist aber in der Zweiten Map fehl mir die Musik was das ganze ein wenig akward macht 20 min. nur Waffen geräusche zu hören ist allerdings wohl auch nur ein bug denke ich.

* 3 Equipment Tabs um es leichter zu machen builds ""auf abruf"" zu ändern oder für jede klasse ihren eigenden equipment/runen Tab, kleines quality of life feature. 

* Eine leaderboard liste für normale spieler, kann auch gerne irgendwie in so 3 kategorien unterteilt sein wie zbs. Twitch/ Friends/ alle spieler

* einen skill der deine base attack ein Element gibt auf das es dann basiert bzw sein schaden

Naja nur kleine ideen die ich beim zocken hatte so oder so freue ich mich sehr auf die zukunft des games <3"
1744899385,1180,True,"Genial, vielfältig, tiefgehend! Super cooles Game. Entweder man zockt es nebenbei oder man fokusiert sich komplett darauf! Einfach nur toll!"
1744892992,281,True,Mega Game das einzige was stört ist das der Soundtrack nicht so ballert ansonsten 10/10
1744880555,1494,True,"Definitiv eine klare Kaufempfehlung von mir, man sollte sich nicht von dem Look beirren lassen. Jeder der gerne Horde Survival Games zockt wird hier auf seine Kosten kommen. Man hat sehr viel Meta Progress zu erledigen und da die Entwickler stetig Updates raushauen kann man hier locker nochmal 20 Stunden abreißen."
1744879891,1181,True,macht fun
1744873047,437,True,
1744869442,344,True,"Sehr geiles Game. Die verschiedenen Skilltrees sind umfangreich und die Zusätzlichen Booster in Form von Runen geben den Builds eine angenehme Art zum Perfektionieren.
Schwierigkeitsgrad genau richtig und für alle Schwitzer gibt es eine Möglichkeiten sich selbst Gruben zur Hölle zu schaffen."
1744866696,1050,True,"Das Spiel hat mich wirklich gepackt. es macht Spaß die unterschiedlichsten Kombinationen von Fähigkeiten und 
Knotenpunkten ausprobieren. MMn. könnten hier noch mehr Knotenpunkte für ein wenig mehr Tiefe mit eingehen. 
""Leider"" sind z.Z. nur die ersten 4 Welten spielbar, was dem bisherigen Spaßfaktor aber nicht mindert."
1744846241,404,True,Macht extrem süchtig
1744841478,842,True,"Die Meta-Progression hat ein schönes Pacing. Man macht schon signifikant Fortschritt, aber auch nicht so übermäßig, wie in manchen Spielen."
1744836413,952,True,Müsst ihr wissen.
1744835673,600,True,"[h1] Ein frischer Wind im Genre der Survival-Actionspiele [/h1]


Das Spiel vermag es, ein hohes Suchtpotenzial zu entfalten – ein nicht zu unterschätzender Faktor im Bereich der Roguelite-Survival-Titel. Während ich bei Vampire Survival insbesondere das Movement als repetitiv und wenig inspirierend empfand, bringt dieser Titel eine wohltuende Brise Innovation mit sich. Die Steuerung ist dynamischer, das Spielgefühl flüssiger. Besonders hervorzuheben ist das Feedback der Zauber: Jeder Spell wirkt durchdacht, kraftvoll und trägt spürbar zur Immersion bei.

Ein kleiner Wermutstropfen ergibt sich jedoch bei der Darstellung der Spielinformationen. Die Stats zu fusionierten Waffen oder die Übersicht über Knotenpunkte sind nur unzureichend einsehbar. Dass man zwischen Tab und Esc wechseln muss, um unterschiedliche Informationen und Einstellungen aufzurufen, wirkt nicht nur umständlich, sondern unterbricht den Spielfluss auf unangenehme Weise. Eine integrierte, intuitivere UI-Lösung wäre hier wünschenswert – idealerweise ohne das kurze Zurückspringen ins Spielgeschehen beim Wechsel der Ansichten.

Auch der Endscreen lässt Tiefe vermissen. Eine detailliertere Auswertung der Schadensstatistiken wäre nicht nur für ambitionierte Spieler*innen von Interesse, sondern würde auch das strategische Element des Spiels sinnvoll ergänzen.

[b] Trotz dieser kleinen Makel bleibt mir nur zu sagen: Ich würde es immer wieder kaufen. Müsst ihr wissen. [/b]"
1744833017,1085,True,Süchtig ... ich hasse dich !! Mach weiter so!
1744825213,183,True,"Sehr gutes spiel wer brotato und spiele in die richtung mag fühlt sich hier genau richtig.

Geile Idee mit den knotensystem muss man getestet haben

müsst ihr wissen."
1744823183,905,True,"Habe das Game durch Handofblood gefunden.
guter Zeitvertreib, geile Komplexität, bin fixxxxxxed.

Jeden Euro wert. 

Müsst ihr wissen 
in dem sinne"
1744822968,418,True,"Habe ein Gameplay-Video auf YouTube bei Hänno gesehen und hab mir daraufhin die Demo geholt.  Diese hat schon großen Spaß gemacht. Habe dann gerne den Early Access gekauft und bin begeistert. Gerne mehr davon.  Zocke aktuell auf dem Steam Deck. Läuft alles sauber. Ich kann das Spiel jedem der auch mit Vampire Survivors Freude hatte uneingeschränkt empfehlen. 

Müsst ihr wissen :D"
1744818371,835,True,"Vielversprechender Start mit Suchtpotential

Dieses Spiel ist eine tolle Zeit - Zeit fliegt beim Spielen. Es ist super ermutigend, mit verschiedenen Kombinationen zu experimentieren und die Meta -Fortschritte zu treiben. Es gibt immer noch ein paar wachsende Schmerzen (Gleichgewichtsprobleme, UI -Macken und einige Fähigkeiten oder Schicksalsknoten fühlen sich deutlich besser als andere), aber es nimmt nicht viel vom Gesamtspaß ab.

Das Blutangebot (Handicap = bessere Beute) ist eine großartige Ergänzung und fügt zusammen mit dem Charakter -Meta -Fortschreiten den Wiederholungswert wirklich hinzu. Es dauert etwas Zeit, um einige der Formulierungen und Mechaniker zu verstehen (z. B. Atkspeed = Abklingernreduktion oder was tatsächlich der Schock tut), aber es beginnt irgendwann zu klicken.

Alles in allem eine solide Start des frühen Zugangs - freue mich auf das, was als nächstes kommt!"
1744813881,502,True,"Ein wirklich sehr geiles Game, das einzige was mich stört ist es das man nur eine Kriegsbemalung hat. Es wäre geil wenn man für die verschiedenen Charaktere eine eigene Kriegsbemalung hat, aber sonst macht es sehr viel Spaß die massen an Gegnern mit den verschiedenen Builds zu zerstören :)"
1744812583,201,True,GUT
1744812156,1495,True,"Mega sucht potenzial. klare Empfehlung. Artstyle und Setting mega und bietet viel Potenzial.
Anbei Feedback für Verbesserungen:
- Kriegsbemalungen brauchen mehrere Sets zum Abspeichern der Konfiguration.
- Das Inventar braucht eine Filter Funktion. 
- Die Fusionierten Waffen werden am ende nicht im DMG meter angezeigt. 
- vorgeschlagene Knoten/Skills sollte man ""locken"" können, für die nächsten runden. 
- Crafting erweitern und die Random Runen bearbeiten. Eigene Runen herstellen (wie z.b. Crafting in PathOfExile2)
- bei Max Skill Lvl ein besonderes Unique Upgrade. 
Danke und weiter so"
1744805099,367,True,"Hab das spiel bei HOB im Video gesehen und musste es mir direkt holen.
Totale Suchtgefahr geiles Spiel macht weiter so"
1744799971,852,True,"Zu Anfang muss ich gleich mal sagen: Sehr geiles Game.
Dass es keinen Kontaktschaden gibt ist ein mega Prinzip, vor allem weil man dadurch den Spielstil von anderen Survivor-Likes mal komplett abschalten muss und erstmal drauf klarkommen. Die Kombis mit den Fähigkeiten sind auch ein super geiles Prinzip und macht Bock die auszubauen und ins Build reinzuklatschen.

Es gäbe noch n paar Sachen die mir persönlich fehlen bzw. kleine Kritikpunkte:
- Das Balancing der Waffen muss überarbeitet werden und auch die Rewards bei z.B. Legendären Verbesserungen. +3 Projektile ist bei einer Waffe die mit einem einzigen startet weit besser als 60% Schadenssteigerung.

Aber So, ordentlich geiles Game und auch der Grind sitzt."
1744793894,767,True,Top -Alles
