Timestamp Created,PlayTimeTotal,TranslatedReview
1745239065,253,Eine neuere und bessere Version von Vampire Survivors! Ich liebe es verdammt!
1745231252,17,"Lief in Kreisen zum ersten Chef in meinem ersten Lauf. Auf dem Chef? Ja, lief noch mehr in Kreisen - kaum Schaden. Wählte einige zufällige Heilungskompetenz und es war genug, um in Kreisen brüllend zu laufen, während ich meine Maus durch feindliche Horden zog. Schnappte sich ab und zu ein paar Früchte für zusätzliche Heilungen, nur um mit noch mehr Begeisterung im Kreis zu laufen. Die Angriffe der Feinde haben diese winzige Verzögerung. Wenn Sie also im Kreis laufen, können sie nicht einmal einen Treffer landen und es gibt keinen Kontaktschaden. Also rannte ich im Kreis. Ein paar AOE -Angriffe auf den Chef mit einem schnellen Armaturenbrett ausgewichen - dann zurück zum Kreis. Nach dem Zufallsprinzip ausgewählt, da ich Noob und ahnungslos bin, aber im Kreis laufen? Gesamtmeta. Willst du im Kreis laufen? Dieses Spiel ist für dich. Andernfalls ist es so langweilig, selbst YouTube im Hintergrund kann es nicht retten. Wenn das Spiel nach Stunden gut wird, bin ich zu faul, um 10 Minuten pro Lauf zu gähnen und W-A-S-D in einer Schleife zu zerdrücken."
1745222981,521,"Es gibt einfach nicht genug Inhalte im Vergleich zu anderen Titeln aus dieser Art von Spiel. Nur 3 Charaktere, wobei ihre Bäume nicht so aufregend sind und sie eine Weile brauchen, um sich einzigartig zu fühlen. Der Mahl für die Runen und die Fähigkeiten ist nur langweilig. ""Der Tod muss sterben"" hat es mit ihrer Ausrüstungsgebäude gut gemacht.

Es hat potenzielle und schöne Kunst, aber es ist noch nicht da imo .."
1745165914,1131,"Dieses Spiel hat einige meiner Lieblingssprites! Ich werde dieses Spiel unterstützen und wahrscheinlich jeden DLC kaufen, den ich herausbringen, weil ich das Spiel des Spiels so sehr mag. (z. B. würde ich für zusätzliche Zeichen bezahlen - 1,99 $)

Ich mag es sehr, dass die Chefs tatsächlich Mechaniker haben.

Vermissen Sie das Niveau, das die erste Demo hatte. Aktuelle Ebenen scheinen langweilig.

Irgendwie genoss die Level-up-Benutzeroberfläche in der ersten Demo mehr als aktuell, aber die Mechanik änderte sich in ein Board-Setup, sodass ich sehen kann, warum sie sich geändert hat.

Weiße Runen fehlen sehr Glanz. Lila Runen scheinen sich auch selten wert zu sein. Statistische Runen sind sehr großartig. Legendäre Runen scheinen wertlos zu sein. Epische Runen sind den Raum nicht wert. Es scheint wirklich, als ob das Runensystem überarbeitet oder wieder ausgeglichen werden sollte. Werte basieren mehr auf der Menge an Platz, die die Rune anstelle von Wertebenen einnimmt. Wert könnte immer noch abgestimmt werden, aber der Wertstieg durch Stufe scheint zu fehlen. Dies ist, warum die STAT -Runen völlig besser sind als alle anderen Runen, IMO.

Wäre schön, wenn ich eine automatische Option für weiße Runen für weiße Runen umschalten könnte.

Empfehlen Sie das Markieren von Dodge auf dem Statusblatt mit (max: 35%). Es zeigt Ihnen erst, nachdem Sie den maximalen Wert erreicht/überschreiten. Würde dies für jeden Status tun, der kein offensichtliches Maximal hat (wie Chancen für Kritik oder Statusseffekte).

Benötigen Sie eine geringfügige Verzögerung für Eingaben, wenn der Bildschirm auf dem Level -Up -Bildschirm erfolgt, da ich fälschlicherweise die Fähigkeiten ausgewählt habe, weil ich Runen vom Boden abgeholt habe. Ich würde nur automatisch sammeln.

Wäre schön, wenn sich das Spiel daran erinnern würde, welchen Charakter ich das letzte Mal benutzte.

Wäre schön, wenn das Spiel mich auf das Level-up-Reiterbrett immer aufstellen würde.

Außerdem wäre es schön, meine Statistiken im Warpaint Board zu sehen.

Es wäre auch schön, wenn die Auswahl an dieser Stelle eine Rune aus dem Warpaint Board entfernt würde. Setzen Sie nach Auswahl eines Musters den Cursor/den Selektor automatisch, wo es auf die Platine passt, oder wechseln Sie zu Standard. Bewegen Sie beim Platzieren eines Musters den Cursor zurück in das zuvor ausgewählte Muster.

Runenbeutel benötigen möglicherweise einen Filter? Oder die Option für die Dematerialisierung der Massenbasis auf der Grundlage einiger Kriterien? Zum Beispiel, wenn ich alle Runen, die nur Tier -1 -Statistiken haben, dematerialisieren könnte. Oder alle weißen Raritätsrunen."
1745164673,382,"Top Notch -Spiel. Bleibt motiviert durch variable Schwierigkeitsgradeinstellungen. Ausgezeichnete Bewegung. Nun, es ist nur ein gutes Spiel und ein Muss, wenn Sie Rogue-Lites/Likes mögen.

Aber am Ende: MüSt Ihr Wissens.

LIEBE GRÜHE EIN HANNO!"
1745158218,330,"Ziemlich langweiliges Spiel. RNG ist viel zu hoch, und es gibt nur begrenzte Fähigkeiten, die es viel schwieriger machen, einen guten Lauf zu machen."
1745144549,1058,"Zumindest für mich ist dieses Spiel wie ""super einfach"", aber es gibt immer noch das Gefühl, mehr zu wollen und besser zu werden, und es waren nur 4-6 Stunden mit direktem Spielen mit Auto-Shooting/Ziel.

Der wichtigste Teil des Spiels ist nicht einmal das ""Spielen"", es wird gute Brötchen und sparen für schlechte Brötchen"
1745141473,990,sein Höhepunkt
1745120089,575,"Ich liebe mich eine Bullet Hell Rouguelike, aber dieser hat tatsächlich Buffs, die Ihre Statistiken direkt beeinflussen, wie +Schaden, +HP, +Rüstung, all das gute Zeug. Die andere Bullet Hell Rougelike scheint eine Art Phobie zu haben, diese rohen Statistiken zu verwenden. Sie scheuen sich immer, direkt zu erhöhen, dass Sie Ihren Schaden/HP/Rüstung haben, aber nicht Asgards Sturz, sie wissen es besser besser"
1745065869,1696,"Ein wunderschön gestalteter ARPG, der bereits unglaublich Spaß macht, mit viel Potenzial für die Zukunft.

Tolles Spiel, und ich freue mich sehr, zukünftige Updates zu sehen!

Dies ist das erste Spiel, das mich wirklich dazu gebracht hat, dieses Genre auszuprobieren. Ich habe vor einiger Zeit die Demo gespielt, und seitdem konnte ich nicht auf den frühen Zugangsstart warten. Jetzt, wo ich endlich eintauchen musste, kann ich sagen, dass ich die Erfahrung wirklich genieße.

Ich liebe den Kunststil, und die Fortschritt fühlt sich lustig und lohnend an. Ich habe noch noch viel mehr zu erforschen - ich habe noch nicht alle Karten durchgespielt oder jede Klasse voll aus ausprobiert, also gibt es definitiv mehr für mich zu entdecken.

Eines der Dinge, die ich am meisten genieße, ist das Fähigkeitssystem. Mir gefällt es sehr, wie Fähigkeiten funktionieren - wie Sie sie ausgewählt haben, wie sich Raritäten auf sie auswirken und wie sie irgendwann immer noch auskommen, um die Dinge im Gleichgewicht zu halten. Jede Auswahl, die Sie beim Aufnehmen treffen, fühlt sich in jedem Lauf wirkungsvoll an, und ich liebe die Fähigkeit, sie in ultimative Versionen zu kombinieren, was dem Aufbau Ihres Charakters eine wirklich befriedigende Ebene verleiht.

Das Knotensystem ist eine weitere Funktion, die ich sehr schätze. Es bietet Ihnen noch mehr Möglichkeiten, Ihren Build zu verbessern, und die Vielfalt der Statusffekte, Statistiken und einzigartigen Effekte fügt wirklich Tiefe hinzu. Ich hoffe, in Zukunft noch mehr davon zu sehen!

Was ich jedoch am meisten liebe, ist, wie der Prozess, meinen Build herauszufinden und an meiner Arbeit zu arbeiten, tatsächlich zum Lächeln bringt. Es gibt so viele verschiedene Fähigkeiten, Elemente und Kombinationen, mit denen ich herumspielen kann, und ich freue mich immer, etwas Neues auszuprobieren und es zum Laufen zu bringen. Es ist ein großartiges Gefühl, wenn eine kreative Build -Idee klickt und super effektiv ist.

Da das Spiel noch in der Entwicklung ist, kann ich bereits ein ""Ende"" in Sichtweite sehen. Derzeit sind 4 der geplanten 9 Karten verfügbar, und ich kann es kaum erwarten, den Rest beim Veröffentlichung zu spielen!

Ein kleines Problem, das ich habe, ist auf lange Sicht die Verwendung von Ressourcen. Sobald Sie jede Rune entsperrt haben, ist es nicht ganz klar, was mit den übrig gebliebenen Materialien zu tun ist. Ich würde gerne eine Art unendliche Ressourcen -Waschbecken in Zukunft sehen. Außerdem wäre es großartig, mehr Optionen für die Erhöhung des Blutopfer-Levels für zusätzliche Tiefe des Spätspiels zu haben.

Ich habe nicht mit jedem Entwicklungsaktualisierung Schritt gehalten, daher sind einige dieser Dinge möglicherweise bereits geplant. Aber aus meiner Sicht als Spieler stehe ich gerade jetzt.

Insgesamt habe ich eine tolle Zeit mit Asgards fallen und ich freue mich zu sehen, wie es wächst!"
1745029515,88,"Dies hat kein Recht, 6,99 zu sein, erstaunliches Spiel"
1745014419,225,"Solider Inhalt für einen 6 €, veröffentlichten Indie, Survivors-ähnlich. Ich habe meine bisherigen Spielläufe wirklich genossen, obwohl ich das Gefühl hatte, dass es nur so viele tragfähige Fähigkeiten gibt, um viel Schaden zu verursachen, was beim Schleifen für den Meta -Fortschritt veraltet werden könnte. 
Ich habe auch beim Spielen eines spezifischen Upgrades festgestellt, dass die Angriffsgeschwindigkeit bei 500% hart bedeckt ist, obwohl es sich daraus zeigte, dass ich theoretisch 1700% erreicht habe. Ich würde es wirklich genießen, Kombinationen von Fähigkeiten und ""Op-Builds"" auszuprobieren, ohne irgendwann hart gekappt zu werden.
Mein einziger anderer Whish wären mehr Erfolge für bestimmte Aktionen, die nur ""töten X -Feinde"" töten (ich bin mir bewusst, dass in dieser Phase des frühen Zugriffs dies wahrscheinlich irgendwo auf einer Bucketlist ist und später hinzugefügt wird. Cool, um bereits früh zu Erfolgen zu erzielen)"
1745013571,1145,Error 400 (Bad Request)!!1400.That’s an error.The server cannot process the request because it is malformed. It should not be retried.That’s all we know.
1745011299,130,Sehr gut
1745006299,1153,"Guter Start für einen Vampir -Überlebenden wie Game. Zunächst hart, aber Sie werden leistungsfähiger und machen den richtigen Aufbau, dass Sie nicht mehr aufzuhalten sind. Ich sehe eine vielversprechende Zukunft darin Ich liebe nordisches Thema, die Musik ist wirklich gut. Der Kunststil ist wunderschön zu schlecht, halte mein Projekt im Auge."
1744976806,950,"Spaßiges Spiel, Runden dauern nicht zu lange. Endlich auch Cloud Save dabei."
1744960114,736,"Asgards Fall ist ein sehr wahrer Überlebender, der sich stark in sein Wikinger/Norse-Themen einleitet. Es ist sehr gut präsentiert und hat ein solides Fortschrittsschema für maximale Serotonin.

Willst du mehr wissen? Schauen Sie sich hier meine mundgerechte Bewertung an:
https://www.cshpice

Für weitere Nischenkuration folgen Sie mir unter: https://store.steampowered.com/curator/27440015-csh-picone/"
1744958219,586,Sehr aweshome Shauce
1744952974,38,"Bisher viel Spaß, hat viel von der Demo gespielt. Wie der Name schon sagt, inspiriert es direkte Inspiration von Vampire -Überlebenden, hat aber die Formel genug innoviert, dass sie frisch ist und sich nicht wie eine einfache Wiederholung anfühlt. Gutes Wert, wird zweifellos Stunden spielen."
1744941222,493,Keine lustige Ursache für hohe Schwierigkeiten
1744928176,1116,"Ich habe alles genossen. Ich liebe die Bosskämpfe und ich kann es kaum erwarten, mehr Inhalt"
1744911528,601,
1744872671,544,Gut :)
1744833307,925,10/10 Spiel
1744814234,730,"Dies ist das erste Mal, dass ich ein Spiel mit diesem Typ gespielt habe, und ich finde es großartig! Die Mechaniker sind gut erklärt, Sie werden schnell darauf eingehen und sobald Sie Ihre Strategie herausgefunden haben, fließt alles reibungslos."
1744803156,1260,"Nach 7h Spielzeit kann ich nur sagen, dass es absolut Bock macht. Die Animationen sind Klasse und das setting ist stimmig. Kann es somit sehr empfehlen."
1744791286,592,"Bisher eine tolle Zeit haben! Wirklich bissiges Gameplay und polierte Menüs/UIS. Auch schon ein anständiger Teil des Inhalts. Ich denke, die wichtigsten Dinge, die dieses Spiel braucht, ist:

- Ausgleich/Tempo sowohl für die Läufe als auch für den Fortschritt

- QOL: Ich muss in der Lage sein, die Namen der Fähigkeiten zu sehen, die ich derzeit ausgestattet habe!

- Ergänzung zum vorherigen: Im Moment fällt es mir sehr schwer, welchen Weg oder die Fähigkeit während eines Laufs drücken können. Manchmal ist es schwer zu sagen, welches den größten Schaden anrichtet, schwer zu sagen. Vielleicht ein System dafür?

- In Bezug auf Runen: Cooles System! Wäre großartig, wenn die Warpaint pro Charakter speichern würde, und noch besser wäre eine Lastfunktionsfunktion erstaunlich!

- Visuelle Klarheit: Ich verehre die Grafiken absolut. Irgendwann, wenn es zu viele Feinde auf dem Bildschirm gibt und viele Fähigkeiten auslösen, ist es wirklich schwer zu erkennen, wo mein Charakter manchmal zu Schaden führt.

Trotzdem sind dies alles nur Vorschläge für Verbesserungen! So wie es gerade aussieht - besonders für den Preis von rund 6 Euro - ist dies ein wirklich gutes Spiel und ich kann es voll und ganz empfehlen!"
1744788417,1423,"Tolles Spiel für einen so niedrigen Preis. Ich bin nicht einmal der größte von überlebendem Roguelit, aber dieser hat mich sehr schnell süchtig gemacht. Viele verschiedene Builds sind möglich, was es Spaß macht, zu experimentieren, aber auch den Build perfektioniert, sobald Sie Ihren vorgefertigten Playstyle gefunden haben. Die Bosskämpfe sind bisher auch sehr cool und gibt Ihnen ein Ziel für jedes Level, es erneut zu versuchen. Selbst wenn Sie nach 20 bis 30 Stunden aufhören, den Preis wert zu spielen, hatte es bisher so eine lustige Zeit."
1744771208,786,"Tolles Spiel. Ich möchte weiter spielen, obwohl ich weiß, dass ich in 4 Stunden für die Arbeit aufstehen muss."
1744758674,1922,"Dies ist wirklich ein erstaunlicher Schurken-Lite mit gutem Tempo und mehreren Meta-Progressionswegen.  Außerdem kann ich es kaum erwarten, dass die Entwickler die Cloud Save -Funktionalität von Steam vollständig implementieren. Da ich es wirklich sowohl auf meinem Dampfdeck als auch auf dem Haupt -PC spielen möchte!  Hinweis: Die Entwickler sagten bereits, dies sei ihre oberste Priorität und sollten bald implementiert werden!

-Suffir"
1744751847,269,"Begann das Spiel als Sterblicher. 45 Minuten später schleuderte ich den Donner und befragte meine Menschlichkeit. Ich dachte, es wäre nur ein Rogueliten - es stellte sich heraus, dass es sich um ein Vorstellungsgespräch handelte, um ein nordischer Gott zu werden. 10/10, ich habe den Job bekommen.
- Misfittroll, jetzt auf der GOTT -Lohn- und Gehaltsabrechnung"
1744750863,332,"Ich genieße solche Spiele wirklich,

Dieser macht viel Spaß, macht Spaß beim Kämpfen und Laufen. Bauen Sie auch Ihren kleinen Kämpfer stärker und stärker.

Ich habe den ersten Chef genossen, es ist nicht so einfach, was es schwierig macht.

ICORFORTED EIN RUN über 30+Minuten war toll.
Ich freue mich auf weitere Updates und weitere Inhalte 

11/10"
1744740071,588,"All in all ist das spiel gut und macht spaß,  ich finde nur, dass die caps von den verschiedenen perks etwas schade ist. Ich hatte gerade eine runde bei der ich nur auf Angriffsgeschwindigkeit gegangen bin leider musste ich feststellen, dass es bei 500% gecapt worden ist( ich hatte 4000 oder so). Mir ist es egal wenn das spiel abstürtzt mir ist es egal wenn der run verloren geht, aber ich möchte das spiel brechen können."
1744738336,755,"Ein paar Stunden in Valhalla | Roguelike Fan Review
TL; DR: solider Start mit einer schönen Pixelwelt und lustigen Systemen - erfreut sich auf zukünftige Updates!

Als jemand, der eine Menge Roguelikes gespielt hat - von Hades bis hin zu toten Zellen bis hin zu Vampir -Überlebenden -, kam ich in Asgards Fall - Überlebende mit hohen Hoffnungen. Und ehrlich? Es entwickelt sich bereits zu einem herausragenden im Genre.



Was ich liebe

Pixel Artstyle
Die Pixelkunst ist wunderschön gemacht. Animationen sind reibungslos, Umgebungen detailliert und die Kampfeffekte sind knusprig, ohne zu visuellem Rauschen zu werden. Es nagelt die Wikinger-Ästhetik, während es immer noch klar und lesbar mit dem Chaos ist.

Netz von Wyrd
Dieses System ist eine clevere Art, mittelgroße Entscheidungen zu bewältigen. Wenn Sie Ihren Weg im Internet auswählen, ist es sinnvoll und fügt eine solide Strategieschicht hinzu, wenn Sie die Auswahl des Wachstums Ihres Builds während eines Laufs wachsen lassen.

Warpaints
Lieben Sie die Art und Weise, wie sich Warpaints auf Ihre passiven Fähigkeiten auswirken. Sie vermitteln ein gutes Gefühl der Anpassung und Experimente, ohne Sie zu überwältigen. Wenn die richtige Kombination trifft, fühlt es sich fantastisch an.

Charakternivellierung
Der Fortschritt zwischen Läufen hilft dabei, die Dinge lohnend zu halten. Ich mag es, langsam Strom aufzubauen und in meine Lieblingsfiguren zu investieren.



Vorschläge & Wunschliste

1. Warpaint Loadouts
Das Speichern und Umschalten der Spieler zwischen Warpaint-Loadouts wäre eine großartige Verbesserung der Lebensqualität, insbesondere zum Testen und Raffinieren von Builds.

2. Warpaint -Layout -Varianten
Derzeit ist das Gittersystem in Ordnung, aber alternative Layouts würde die Strategie vertiefen und mehr interessantere Run-to-Run aufbauen.

3. Web of Wyrd -Varianten
Unterschiedliche oder randomisierte Layouts für das Web von Wyrd würden eine Vielfalt hinzufügen und den Wiederholungswert erhöhen.

4. Verbann / Schließfähigkeiten und Knoten
Eine Möglichkeit, unerwünschte Upgrades zu verbannen oder in bevorzugten (entweder während oder vor einem Lauf) die Spieler mehr Kontrolle über ihre Builds zu geben und die Frustration von RNG zu verringern.

5. vielfältigere Charaktere
Würde gerne zusätzliche Charaktere mit einzigartigen Mechanik oder Macken sehen, die das Gameplay drastisch verändern. Etwas etwas experimentelleres könnte die Dinge wirklich aufrütteln.

6. Upcycling Warpaints
Die in der Lage zu sein, Warpaints mit niedrigeren Stufen in höhere Versionen zu kombinieren oder zu verbessern, würde ein großes Gefühl der Fortschritte verleihen und das Aufblähen des Inventars aufräumen.

7. Endloser Modus
Bitte erwägen Sie einen endlosen oder überlebenswaren Modus. In der Lage zu sein, zu sehen, wie weit ein Build ohne Kappe dauern kann, wäre eine fantastische Ergänzung für Fans von Langlebigkeit und Schubgrenzen.

8. Verbesserungen der Meta -Progression
STAT-Upgrades, detailliertere Charakterverbesserungen und Systeme wie Fähigkeiten, das Banschen/Verriegeln durchführt, können die langfristige Progressionsschleife wirklich bereichern.



Letzte Gedanken

Asgards Sturz hat bereits einen starken Start. Es ist rasant, visuell auffällig und mit interessanten Systemen geschichtet, die sich sowohl zugänglich als auch tief anfühlen. Es ist zwar noch nicht mit Feature-Vervollständigung, was es bereits gibt, und das Spiel hat eindeutig das Potenzial, ein Genre-Favorit zu werden.

Urteil:
Wenn Sie Roguelikes, Pixelkunst und Viking -Chaos lieben - ist dies Ihre Zeit wert.
Entwickler scheinen engagiert und nachdenklich zu sein, was für zukünftige Updates gut ist.

9/10 - würde wieder überfallen."
1744732778,845,Scheißspiel
1744726585,1271,"Einfach einfach, guter altmodischer Spaß
Wenn Sie gut werden und die richtigen Combos spielen, ist das Gameplay für mich persönlich unglaublich lohnend mit der perfekten Menge an Grind für mich"
1744720194,740,Spiel noch kurz
1744700133,1311,Sehr einfaches sauberes Spiel mit einer guten Auswahl an Komplexität.
1744692566,375,"Tolles Spiel, kann es kaum erwarten zu sehen, wie es sich nach EA entwickelt."
1744665318,353,Es ist in Ordnung. Nicht großartig im aktuellen Zustand. Aber gut.
1744665055,739,Fun Little Game hat viel Potenzial mit mehr Inhalten und etwas Polieren.
1744661780,526,Es ist okay
1744645201,603,"Sehr lustiges Spiel zu spielen, wenn Sie sich über einen Konkurrenten verärgern

Sie können einige sehr lustige und schädliche Builds machen, könnten aber etwas mehr Abwechslung gebrauchen"
1744637450,585,"Es macht ziemlich viel Spaß. Ich hoffe, dass mehr Waffen und Kombinationen hinzugefügt werden, anstatt nur neue Karten. Das Spiel strebt nach Komplexität und mehr wäre großartig"
1744632939,2560,Spaß
1744630554,628,"Warten Sie vor dem Kauf, in diesem Zustand nicht wert. Geben Sie den Entwicklern Zeit, um die klugen Entscheidungen (hoffentlich lol) zu treffen und nicht nur unnötige neue Inhalte herauszupumpen.
Sehr coole Idee und Konzept, aber Junge braucht diese Arbeit. Erleben Sie schrecklichen Warpaint -Bugs, bei denen sie einfach verschwinden und einzigartige sind für die gesamte Rettung verloren. Das schreckliche Steuerungslayout für Controller und das nicht ändernde Schlüsselbindungen ist sicherlich ... eine Wahl. Bestimmte feindliche Typen fühlen sich unbelohnt oder geradezu unmöglich zu kämpfen. Insgesamt ein sehr interessanter Spiel, das das Potenzial hat, die Reihen der Überlebenden aufzusteigen und die Spitze zu erreichen, wenn die Entwickler weiterhin arbeiten und offensichtlich die Save Breaking Bugs herausfinden, damit Sie es mindestens ausbreiten können."
1744613682,1156,"Einfach kaufen! Sie werden es nicht bereuen! Dies ist leicht eines der besten Bullet Hell -Spiele, die ich gespielt habe (Bullet Hell -Spiele sind alles, was ich spiele lol). Ja, also den günstigen Preis wert!"
1744590326,1254,"Faste, Schwärme ... ein wahrer Bullet-Himmel mit ausgezeichneten Meta-Upgrades, im Spiel Decksbauer (Web of Wyrd) und Waffenfusion/-Upgrades.

Treffen Sie die richtigen Entscheidungen in den ersten 6-7 Minuten eines Laufs und Sie sollten den Rest des Laufs wirklich zerschlagen!"
1744589071,678,"Mehr Tiefe erwartete als erwartete, süchtig machende, lustige, gute Meta -Fortschritte."
1744577911,914,"Habe nicht erwartet, dass dieses Spiel mich so abholt. Der Sog ist wirklich fantastisch. Kaufen <3"
1744574259,1286,"Unglaubliches visuelles und gameplay, einige Ausgleiche und Optimierungen sind erforderlich, aber dies ist ein frühes Zugang. Es ist sehr vielversprechend"
1744572885,495,Bisher großartig
1744570528,392,"Das ist schon gut. Gib ihm etwas Zeit und es wird ausgezeichnet sein. 

Ich hoffe, sie werden den Bestandsverwaltungs- und Warpaint -Überblick verbessern. Eine Sortieroption wäre sehr schön."
1744569028,1167,"Bisher liebe ich dieses Spiel. Es macht bis zu einem gewissen Punkt Spaß und herausfordernd, aber sobald Sie ein paar Builds gefunden haben und lernen, wie die Knoten funktionieren, können Sie extrem OP werden. Es gab einige Fehler, aber die Entwickler reagieren schnell, wenn Sie es in ihrer Zwietracht posten. Sie nehmen auch die Ideen der Gemeinschaft ernst. Alles in allem ist es eine großartige Ergänzung zum Genre."
1744568208,390,"Nachdem ich einige Bewertungen gelesen und diesem Spiel einen ehrlichen Schuss gegeben habe, muss ich sagen, dass ich sehr beeindruckt bin. 

Alle haben sich über die Tatsache handelt, dass der Fortschritt markig ist? Aber ist das nicht der Punkt dieses Spielgenres? Wenn Sie sofort ein Gott werden könnten und ein Schuss alles, was das Spiel nicht lohnend oder lustig anfühlt, mahlen, um Upgrades zu bekommen, und Warpaints Spielen fühlen sich dieses Spiel so lohnend an. Wenn Sie den Stil der Vampir -Überlebenden, Brotato, Soulstone -Überlebende oder Temtem Swarm genießen, werden Sie dieses Spiel lieben. Ja, es ist markig, aber es ist eine fantastische Dopamin -Goldmine. 

Ich freue mich darauf, was dieses Spiel auf Lager hat. Die Tatsache ist so gut und hat so viel Inhalt, dass mir die Hoffnung hofft, dass dieses Spiel in diesem Genre an die Spitze der Nahrungskette steigt."
1744567183,773,"Fantastischer Start für dieses Spiel ist das Websystem sehr einzigartig und macht jeden Lauf einzigartig und anders. Ich liebe es, wie die Upgrades für jede Fähigkeit unterschiedlich sein können (Beschädigung, Menge, Abklingzeit usw.)

Sehr vielversprechend würde es sehr empfehlen"
1744566778,1240,"Ich freue mich auf dieses Spiel, insbesondere seit der Expo in Berlin!
Und ich habe viel Spaß damit <3
Viele der Feinde haben ähnliche Angriffe, sehen aber nur ein bisschen anders aus, was wirklich keine schlechte Sache ist, und ich denke, es liegt auch daran, dass dieses Spiel früh zugänglich ist.
Ich mag es, dass es einen Grund gibt, die Karten mehrmals zu bewirtschaften, anstatt sie nur einmal zu beenden und dann zum nächsten zu übergehen.
Vielleicht habe ich den Hinweis irgendwo verpasst, aber ich habe nur festgestellt, dass ich meine aktuellen Statistiken durch Drücken von Registerkarten versehentlich anzeigen kann. Es wäre auch schön, die Namen der Fähigkeiten im Kompendium zu erkennen, während sie mit der Maus oder so über sie schweben! :)"
1744564232,403,Es ist befriedigend
1744563971,1065,Sehr geiles Game...macht mega süchtig...man hat legit sooo viele Möglichkeiten für Builds usw und es ist erst Early Access! 10/10
1744556455,1300,"Geben Sie mir den unendlichen Modus, neue Helden und neue Fähigkeiten und mein Leben gehört Ihnen."
1744552714,318,Sehr goog
1744542984,48,"Schauen wir uns an:

https://youtu.be/f90w-ljl1a

Ich habe dieses Spiel sehr genossen! Ich dachte, der Umfang, dass der frühe Zugang ist, scheint viel zu sein. Ich weiß nicht, ob das Spiel so schwer sein soll, aber verdammt ist so brutal. Mein erster Lauf dauerte gute 3 Minuten. Ihre Hitbox scheint massiv zu sein und es ist definitiv schwer zu telegraph, wenn oder wie Sie getroffen werden. Ich freue mich darauf, genau zu sehen, wohin das geht, weil ich das Thema und die Fähigkeiten dahinter genieße."
1744538679,850,"Ich mag die Designentscheidungen dieses Spiels nicht. Die Zufälligkeit ist zu brutal und bestraft, während der Meta -Fortschritt, um sie zu weich, hinter Inhalten, die zu weit entfernt sind, eingesperrt ist. Sie müssen ohne sinnvolle Fortschritt bis zum mittleren und endgültigen Game kämpfen, um grundlegende Upgrades freizuschalten. Was zu vielen abgebrochenen Läufen führt. Das ist meine Zeit nicht wert.
Da Sie nur eine begrenzte Anzahl von Runenschlitzen pro Lauf haben, müssen die Runen und Statistiken, die sie bereitstellen, unterschiedlich bewertet werden als andere Horde -Überlebensspiele, bei denen Sie unbegrenzte Upgrades erhalten können. Dies ist jedoch nicht der Fall, da viele Runen nutzlos oder sogar bestraft werden, wenn Sie gezwungen werden, sie zu wählen."
1744526307,858,Tolles Spiel!
1744510932,533,"Eine großartige Einstellung zum Genre mit einigen der besten Fortschritte, die ich in allen Überlebenden gesehen habe. In diesem Stadium fehlen Inhalte, aber dies hat die Grundlagen für ein unglaubliches Spiel. Ich würde sagen, es ist immer noch den Preis von 10 USD wert, selbst auf dem aktuellen Inhaltsniveau"
1744505434,130,Lustiges kleines Spiel probiere es aus
1744495976,736,Top zu viel!
