Timestamp Created,PlayTimeTotal,Recommended,TranslatedReview
1745134514,600,True,"Geben Sie zuerst gute Bewertungen, es ist ziemlich gut zu spielen, aber die Fertigstellung ist nicht hoch
BD -Forming ist nicht schwierig, es ist sehr angenehm zu spielen, aber einige Designs sind sehr unvernünftig

1. Gegenwärtig mag es daran liegen, dass das nachfolgende Level noch nicht gestaltet wurde und nach Level 4 endete, aber warum lassen Sie mich nicht den Chef von Level 4 spielen? WARUM? Das aktuelle Design ist, dass der Charakter, nachdem der Chef in Level 4 gesehen wurde, direkt stirbt, aber es gibt keine Eingabeaufforderung! ! ! Keine Erklärung! ! ! 
Ich denke, dieses Design ist sehr unangemessen. Ich denke, es ist in Ordnung, wenn Sie hier einen Holzpfahl aufnehmen. Als ich mich zum ersten Mal traf, dachte ich, es löste den Flash -Verkaufsmechanismus des Chefs aus. Nach wiederholten Versuchen kam ich schließlich zu dem Schluss, dass ich ihn nicht schlagen würde. Das ist zu unangenehm. Es ist nicht leicht, den Chef selbst zu sehen. Es reicht aus, um es 20 Minuten zu schaffen, um anzuzeigen, dass die BD Gestalt angenommen hat, aber es stellt sich heraus, dass ich zu diesem Zeitpunkt nicht glücklich bin? ? ?

2. Bd ist sehr schwach, so schwach, dass es überhaupt nicht daran interessiert ist, andere Schulen zu spielen. Derzeit ist das Feuerwehrsystem Großvater, Physik ist Vater und alle anderen sind Enkel. Dann ist Giant's Tooth + Tornado Slash = Hot Chaos Blade fast die einzige ausgewiesene Schule, die mit dem Knoten des Schicksalsystems übereinstimmt. Fast alle mächtigen Schulen
Hier sind einige unbesiegbare Genres:
-1 Blut pro Sekunde, um 10% Blutsäure + Blutverlustwahrscheinlichkeit + 1% Schaden zu erhalten. Es ist notwendig, ein unbegrenztes Wachstum und Schwierigkeiten zu haben und schnell mehr als 200% der Schadenserhöhung zu stapeln
Töte die Chance des Feindes, den Brandschaden zu erhöhen, der mit der Hot Chaos Blade übereinstimmt, auch unendliches Wachstum und schnelles Stapelschaden mit Stapeln
Befreie 10 Ferchenkenntnisse, um 1% Blut zurückzugeben, gepaart mit der heißen Chaosklinge, und sehen
Im Vergleich zum obigen BD ist es zu schwächer als die anderen. Es ist schwierig, herauszufordern und leicht am 10-minütigen Chef zu bleiben.

3. Die Levelverbesserung ist zu langsam und die Charaktere teilen keine Skillpunkte, aber der allgemeine Angriffsbonus im Skill-Baum ist im Grunde ein Must-Have-Produkt, was es schwierig macht, einen neuen Charakter zu spielen, und es ist sehr quälend zum Spielen.

4. Rucksacksystem. Dieses System führt zu lang und der Betrieb ist äußerst umständlich.
Das erste, was am inakzeptabelsten ist, ist, dass Sie ESC drücken müssen, um die Ausrüstungsrune zu stornieren, was es unmöglich macht, das System mit einer Hand zu bedienen, was Sie noch anstrengender macht. . .
Zweitens gibt es keine Speicherfunktion. Nachdem Sie im mittleren und späten Stadium zu viele Runen und gefälschte Runen erhalten haben, werden Sie auf jeden Fall Richtboni basierend auf Ihren Genre -Tendenzen wählen. Die mangelnde Speicherfunktion führt dazu, dass Sie nur jedes Mal, wenn Sie die Genres ändern möchten, wieder Runen platzieren können, was weiter zu einer Motivation führt, Genres zu verändern.

 Zusammenfassen 
Die Stiftung ist sehr gut, aber es gibt viele Mängel. Ich freue mich auf das spätere Update. Es ist sehr angenehm, Sie zuerst zu sehen, aber der Inhalt ist derzeit nicht ausreichend, daher werde ich es ein wenig müde, lange zu spielen.

 Ich werde das Problem des Boss so schnell wie möglich in der vierten Ebene ändern. Möchten Sie einen hölzernen Anteil einlegen oder eine Entschuldigungserklärung hinzufügen? Wechseln Sie so schnell wie möglich! ! !"
1745134331,1005,False,"Einfach ausgedrückt, es fühlt sich im Moment immer noch wie ein halbfeindliches Produkt an. Nachdem der Inhalt später angereichert ist, wird er in empfohlene Einkäufe geändert.
Lassen Sie mich zuerst über die Vorteile sprechen. Dieser Spielstil und der Bosskampf sind viel besser als die gleichen Spiele, oder es ist sehr geeignet für meinen Appetit. Nachdem ich die offizielle Version mit großer Vorfreude gekauft hatte, stellte ich fest, dass nur zwei neue Karten und ein neuer Charakter hinzugefügt wurden und der andere Inhalt im Grunde genommen angepasst wurde. Die Fähigkeiten, Fähigkeitsknoten und Runen haben sich im Grunde nicht viel verändert, und es gibt tatsächlich nur sehr wenig Spielinhalte.

Gegenwärtig gibt es in diesem Spiel viele Orte, die angepasst und optimiert werden müssen. Zum Beispiel ist das Runensystem sehr nutzlos, die Unterschiede zwischen Zeichen sind gering und die Attribute des Runenbürstens sind zu zufällig. Aber ich denke, das sind alles kleine Probleme und können langsam angepasst und optimiert werden. Das größte Problem ist, dass die Gesamttiefe als ein Spiel von Pinselstrichen zu flach ist. Mit anderen Spielen können Sie entweder Geräte wischen oder Sie im Freien wachsen lassen. Mit diesem Spiel können Sie Runen wischen.

Das Rune-System ist derzeit ein halbstelles Produkt. Erstens sind die Runen, die durch die gebürstete Farbe hergestellt werden können, sehr klein und die angegebenen Attribute sind ebenfalls nutzlos. Es scheint, dass nur eine sehr kleine Anzahl von ihnen verwendet werden kann. Die Runen, die Sie im Spiel verwenden, um weitere Attribute hinzuzufügen, aber die angegebenen Attribute sind zu zufällig. Grundsätzlich füllen Sie diese Dutzenden von Attributen im Spiel nur und rollen sie. Die seltensten Runen erscheinen oft und geben Ihnen 4 Attribute mit sehr schlechter Anwendbarkeit. Wenn Sie möchten, dass die Spieler motiviert sind, zu bürsten, müssen Sie die Anwendbarkeit der Runen verbessern. Um die Anwendbarkeit zu verbessern, ist es am besten, bestimmte Attribute als Hauptattribute (wie Angriffsleistung, Angriffsgeschwindigkeit, Blutsaugen usw.) zu verwenden und dann dieses Hauptattribut einer bestimmten Art von Runen mit hoher Rarität zu binden und dann andere sekundäre Attribute mit weniger profitablen Vorteilen zu binden. Zusätzlich zu einigen schwierigen Karten können die Spieler die gebürsteten Runen verwenden, um die Spielbarkeit herauszufordern und die Challenge -Kurve festzulegen. Gegenwärtig gibt es jedoch nur 4 Karten, die im gesamten Spiel herausgefordert werden können. Es erhöht nur die Schwierigkeit der Attribute des Feindes außerhalb des Feldes, und die geliehene Belohnung ist Runen mit reinen zufälligen Attributen, die zu einer negativen Schleife geworden sind. Das positive Feedback des Gesamtspiels ist sehr schlecht.
Die häufigste Situation ist, dass Sie Dutzende von Hochdifferschaftsniveaus für 20 Minuten verwenden, und drei oder vier Runen mit hohem Risiko werden freigegeben, und die Ergebnisse sind alle sehr nutzlosen Attribute. Zum Beispiel eine Rune mit der höchsten Seltenheit, beispielsweise Feuerattributschaden +18, kritischer Trefferkoeffizient +20%, Blutrückgewinnung +1 und Gesundheit +50. Diese Attribute haben die Spieler nur minimal und ihre Anwendbarkeit ist ebenfalls äußerst schlecht. Schließlich haben Sie in einem Spiel möglicherweise nur ein oder zwei Fähigkeiten, die Feuer- oder Eisattribute sind und keine zu hohe kritische Trefferquote haben. Dann gibt das 1 -Punkt der Blutrückgewinnungsattribut tatsächlich nur alle 2 Sekunden 1 Blutpunkt ... Sie sollten wissen, dass die Charaktere außerhalb des Spiels vollständig aufgeladen sind, sie im Grunde genommen vier oder fünfhundert sind. Die Orte, an denen Runen platziert werden können, können derzeit nicht erweitert werden, nur ein wenig feste Stellen. Wenn man sich die gesamten UI -Einstellungen ansieht, sollte es Pläne geben, die Spieler zu erweitern und zu erhöhen. Wenn Sie mehr Runen setzen, freuen Sie sich darauf.

Darüber hinaus hat die Einstellung von Attributen auch große Probleme. Zum Beispiel die oben erwähnte Blutwiederherstellung, die Runen verwendet, um 5 Punkte auszugleichen, und wenn Sie sehen, dass die Attribute alle 1,5 Sekunden 1 Punkt des Blutes wieder aufnehmen ... ist mein Krieger fast 550 Blut, und der Feind berührt Sie Dutzende oder Hunderte von Blut und stützt sich auf das Blutwiederherstellungsattribut, um sich zu erholen. Es ist Dawn. Im Spiel, mit Ausnahme der völlig zufälligen aktualisierten Apple-Requisiten, gibt es jedoch nur eine blutsaugende Methode, um Blut zu erholen. Die Schwierigkeit, das Attribut des Blutsaugens zu erhalten, ist sehr hoch, mit nur einem Fähigkeitsknoten, einer Blutegelkenntnis und völlig zufälligen Runen. Viele andere Attributpunkte haben ebenfalls sehr niedrige Renditen, z. B. die Beschädigung eines einzelnen Elementattributs, der kritische Trefferkoeffizient und 4 abnormale Zustände (wie die Wirkung des Schocks ist, dass der von Monstern erhaltene Schaden um 25%zunimmt. Warum erhöhe ich meine Angriffsleistung oder meinen Schadenskoeffizienten nicht direkt?). Diese Eigenschaft mit niedrigen Renditen sollte als sekundäre Eigenschaft im Runensystem angezeigt und die Auswahloptionen aufrüsten, anstatt vollständig mit anderen wichtigen Attributen wie Angriffsleistung, Angriffsgeschwindigkeit und Gesundheit gemischt zu werden. Diese völlig chaotische Lotterie ermöglicht es den Spielern nicht, Runen mehr zu bürsten, möchte sie aber einfach nicht bürsten, da der Gewinn zu unklar ist, was zu einem hohen Gefühl der Frustration im Gesamtspiel führt. Manchmal, wenn Sie zwei oder drei aufeinanderfolgende Zeiten aktualisieren, fühlen Sie sich hilflos, wenn Sie sehen, dass nur diese Attribute mit sehr niedrigen Renditen ausgewählt werden können. Schließlich muss diese Art von Spiel als die größte Prämisse ""gebürstet"" und ""glücklich"" sein. Sie können nicht einfach daran denken, die Spieler durchsuchen zu lassen, und nicht zulassen, dass die Spieler es genießen.

Der Kunststil dieses Spiels ist sehr gut für meinen Appetit. Ich habe die Testversion seit mehr als 20 Stunden gespielt, und die offizielle Version ist seit 16 Stunden hart gepresst, aber ich kann sie nicht übertreffen. Ich hoffe, das Produktionsteam wird es schnell wieder polieren und kein solches potenzielles Spiel verschwenden."
1745115377,126,True,"Es ist ein gutes Spiel, aber ohne endlosen Modus macht es keinen Spaß genug"
1745087135,2148,True,"Einfach, grob und lustig, das doppelte Rucksacksystem innerhalb und außerhalb des Veranstaltungsortes ist interessant. Die Details müssen noch poliert werden"
1745025062,439,True,Ausgezeichnetes Überlebensspiel mit eigenen Eigenschaften
1744993479,991,True,Beim Upgrade auf die Cloud -Speicherung aß ich 9 Skill -Punkte meines Kriegers. Jetzt auf Stufe 10 gibt es nur einen Fertigkeitspunkt. Kann ich es beheben?
1744988361,150,True,"Unendlichkeit ist nicht verfügbar, BD ist Single, Super Martial Arts ist nutzlos, Stärkung der Knoten sind unersetzlich und es werden Ihnen zuerst gute Bewertungen gegeben."
1744975223,487,False,"Extrem langweiliges BD extrem langweilig, der Spielprozess ist wie in Akashi, es gibt keine Einführung"
1744955181,154,True,"+Angenehmer Pixelstil
+Das Schicksal -Netzsystem macht das Wachstum des Spiels etwas Spaß
-Collapse des Kollisionsschadens, aber die Monster, die Kugeln schießen, sind zu unauffällig und verfolgen sie immer noch, und sie können oft nicht vermieden werden. Die meisten Nahkampfmonster können sie fast ignorieren, solange sie sich mit einer Bewegungsgeschwindigkeit bewegen.
-Die Zufälligkeit des Schicksalsnetzes hängt zu sehr vom Glück ab
-Der kleiner Chef eilte rüber, bevor er mit dem Meer der Monster kämpfte. Der Chef kann nicht nur nicht sehen, wo er ist, er kann nicht einmal seine Fähigkeiten vermeiden.
-Es gibt mehrere Altäre mit unbekannten Bedeutungen auf der Karte, und es ist zu leer.

Ich freue mich auf das anschließende Update von weiteren Helden und Fähigkeiten"
1744948257,927,True,"Es gibt einen Fehler
Dies bedeutet, dass die nach dem Upgrade geladenen Fähigkeiten nicht automatisch gegossen werden können und die anfänglichen Fähigkeiten in der späteren Phase hart treffen können.
Manchmal ist es eine einzelne Fähigkeit, manchmal ist es alles Geschick
Begegnung Frequenz 2,5 Stunden zweimal"
1744943524,289,False,Halbfeindliche Produkte in verschiedenen Sinnen ...
1744918659,101,False,"Ich wollte keine schlechte Bewertung abgeben, aber mein Wachstum draußen wurde aus irgendeinem Grund um 0 freigegeben. Ganz zu schweigen davon, dass dieses Spiel keine externen Attribute hat, Sie es überhaupt nicht weiter spielen können und das externe Upgrade sehr langsam ist. Wenn Sie nicht aktualisieren, können Sie nicht kämpfen. Wenn Sie nicht kämpfen können, haben Sie keine Erfahrung. Wenn Sie nicht erfahren, können Sie nicht ein Upgrade haben. Es ist wahr, dass Sie eine geschlossene Schleife haben. Die Blutvolumen von Monstern im Spiel wird nur ständig erhöht. In Bezug auf den Vampir -Überlebenden nebenan wird es in der Mitte eine Belohnungswellennummer geben. Zumindest werden Ihnen einige Erfahrungen erhalten. Nach der ersten Blutwelle werden Sie anfangen, die Monster zu klären. Wenn Sie nicht die Fähigkeit zu Gruppenverletzungen haben, können Sie es nicht einmal nach unten ziehen. Obwohl ich nur zwei Stunden lang gespielt habe, bin ich sehr verärgert darüber, dass Sie meine zwei Stunden Anstrengung verlieren lassen. Und derzeit wird nicht empfohlen, es jetzt zu kaufen. Betrachten wir es später (dieses B -Ding wurde noch nicht ausprobiert. Wenn Sie es spielen wollen, gehen Sie und spielen Sie Demo und erleben Sie es.)"
1744909832,102,True,"In diesem Spiel fehlen Funktionen, ohne die Anpassung der Fähigkeitentransparenz hinzuzufügen und die Fähigkeiten im Controller -Kampf zu überprüfen.
Nehmen Sie die erste Ebene als Beispiel. Ich wurde in der ersten Ebene von einer Schlange gedreht und gestoßen, aber wegen BD saugte meine Blutläuse hart und schlugen mich, wie die Maus, als ich drei Jahre alt war, und meine Familie kickte sich mit einem Waschbecken.
Ich habe immer noch Fleisch."
1744888054,2108,True,"Warum bin ich gestorben, sobald der Chef der Warner -Domäne herauskam, voller Blut und keine Fähigkeiten gegessen wurden"
1744821086,489,True,"Kapitel 2: Was ist der Mechanismus des Blitzes im ersten Boss? Ich kann es nicht vermeiden, selbst wenn ich im Moment des Grüns blinke?"
1744806960,1408,True,"Die schwierige Fleischtaube ist ein gutes Spiel. Ich hoffe, dass der Follow-up-Inhalt früher herauskommt"
1744786646,700,True,"Der Jäger spielt derzeit 4,6 Stunden und wurde entsperrt. Dieses Spiel begann letztes Jahr von der Demo zu spielen.
Als Vampir -Survivor -Spieler denke ich, dass dieses Spiel ein großes Potenzial für Optimierung oder Optimierung hat.

Die Vorteile werden nicht beschrieben. Jetzt wird die Hauptperson über die Orte sprechen, die optimiert werden müssen, und sie von hoch bis niedrig anordnen. Wenn ich es falsch lese, korrigieren Sie mich bitte:

1. Kann Rune -Seiten angepasst werden, um mehrere Seiten zu sparen, da verschiedene Schulen völlig unterschiedliche Anforderungen für Rune -Attribute haben.
Darüber hinaus braucht es aufgrund von Gitterbeschränkungen wirklich viel Zeit, um jedes Mal eine Reihe von Runen zu ändern.

2. Vereinfachen Sie die ultimativen Waffenentwicklungsbedingungen oder erhöhen Sie die Typen. Für ein Survivor Meat Dove Evolution -Spiel habe ich 5 Stunden lang keine der ultimativen Waffen freigeschaltet. Einer ist, weil ich gerne einzelne Genres spiele und der andere an der Stärke des Feindes, ich muss einzelne Genres spielen, und ich habe nicht die Möglichkeit, Fähigkeiten zwischen verschiedenen Attributen zu versuchen, um die ultimative Waffe freizuschalten.

3.. Sie können einen neuen Altar im Spiel hinzufügen, nach jedem Chef einige aktualisieren oder weitere Attributaltäre hinzufügen, z. B. Ausrüstung, Kauf und Verkauf von Runen usw.

4. Die Knoten im Feld können nach der Einbettung nicht bewegt werden und können derzeit akzeptiert werden. Ich hoffe jedoch, das Inlay abzudecken und dann die stärkeren Verbindungspunkte zu bestreichen, um den Austausch zu erleichtern.

Im Moment wird so viel gedacht, dass der Beamte die Forderungen wie angemessen und gelöscht berücksichtigen kann!"
1744782586,1691,True,"Ich hoffe, der Beamte kann die Fusionsfähigkeiten optimieren, und die Eigenschaften dieser Art von Fähigkeiten sind nicht hervorragend. Gleichzeitig hoffe ich, die Funktionen des Artefakts hinzuzufügen. Schließlich ist Asgards Artefakt sehr berühmt und kann nicht nur in Form von Fähigkeiten erscheinen. Die anderen sind nicht schlecht, arbeiten weiter hart."
1744776468,936,True,"Eine davon ist, dass Super Martial Arts nutzlos ist, und das zweite ist, dass das Spiel derzeit 15 Stunden dauert. Obwohl ich der Meinung bin, dass das Gameplay, obwohl ich noch nicht gespielt habe, relativ verfestigt wurde und ich den größten Teil des Spaßes verloren habe."
1744735631,1168,True,Sehr Spaß ~~ Komm schon!
1744728445,74,True,"Game Play fühlt sich wirklich bestraft und frustrierend an. Kann nach so vielen Versuchen nicht einmal die erste Karte schlagen. Feinde sind für den Charakter selbst viel zu viel. Soll dies ein überlebendes Spiel sein, das Spieler oder ein Seele wie Spiel bequem macht, bei dem Spieler Niederlage und Enttäuschung schmecken lassen?"
1744723176,1137,True,Spaß
1744717991,1101,True,Die chinesische Version ist nicht sehr gut und wir freuen uns auf nachfolgende Updates
1744712640,223,False,"Ich empfehle dieses Spiel wirklich nicht, die Spieleinstellung ist wirklich nicht gut. Das Intro ist so nicht klar und es gibt fast nichts anderes als Sie zum LOOOOOGH -Zeit zu zwingen"
1744691493,1049,True,"Es ist wirklich ein bisschen schwierig, gerade jetzt zu spielen, und es ist immer noch sehr gut, nachdem es lange gespielt hat. Wenn Sie dann das Gefühl haben, dass die Intensität nicht ausreicht, können Sie sich selbst Schwierigkeiten hinzufügen. Es wird jedoch der Helden -Soulhalle nicht empfohlen. Wenn Sie nicht sehr sicher sind, dass Sie Ihre Positionierung haben, werden Sie in Sekundenschnelle von einem Monster erstochen."
1744670561,81,False,"Zu viel Vertrauen in das Außenwachstum, die anfängliche Leistung dauert nur fünf Minuten und Sie werden keine Erfahrung haben, bevor Sie leben. Wenn Sie keine Erfahrung haben, können Sie keine Talentpunkte erhalten, und wenn Sie keine Talentpunkte erhalten, können Sie nicht in der Lage sein, zu leben
Ich mag Kunstdesign, die Auswirkungen sind gut, die Wachstumskurve ist äußerst unangemessen, alle Fähigkeiten sind Hautveränderungen und Rucksackmanagement ist ein Chaos
Da Sie ein Überlebender sind, einer Spielkategorie, die das Gehirn und die Meditation verliert, lassen Sie die Leute nicht ins Gefängnis gehen. Es ist wirklich ein Schlag zu Beginn von drei Minuten, weil der Wert nicht ausreicht. Es ist wirklich eine schlanke Erfahrung, nach mehreren Spielen einen Talentpunkt hinzuzufügen.
Es gibt weder Überraschung noch Vergnügen, nichts als Kunstwerke"
1744664056,1465,False,"Ich war wirklich überzeugt. Ich hatte 15 Stunden lang gekämpft. Die höchste Jägerstufe 19 und die beiden anderen Level 10 waren Level 10. Ich hatte es ertragen, weil ich nicht aufrüsten konnte. Während ich spielte, waren meine Runen weg. Ich vermutete, dass dieser Autor ein Death Drop -Ereignis hatte. Solange ich versagte, bestand die Chance, die Runen fallen zu lassen. Ist das nicht ekelhaft?

Können Sie den Leuten außerdem ein paar Tipps für Ihren Rune -Rucksack geben? Als ich anfing, mit Gouba zu spielen, wusste ich nicht, dass es überhaupt einen Rune -Rucksack gibt.
Ich dachte ursprünglich, dass es nicht einfach war, die Produktion zu erstellen, und ich wollte den Autor nicht schwierig machen. Ich habe gerade darauf gewartet, dass der Autor aktualisiert wird. Ihre Handkartenrunen haben mich wirklich angewidert."
1744655548,256,False,"Es gibt zu viele zufällige Elemente, das Spiel hat eine gute Grundlage und die Textur und das Gefühl sind sehr gut. Aber ich verstehe wirklich nicht, warum zusätzlich die Fähigkeiten und die Stärkung von Runen die Arten von Fähigkeiten -Upgrades (Anzahl der Ballistiken, Schäden, CD) und die Werte der Upgrade -Amplitude (sie erreichen zufällig unterschiedliche Wertstufe des Anstiegswertes gemäß der Seltenheit weiß, blau, lila und orange). Die Zufälligkeit mit hoher Intensität macht das Glück zum kritischsten Teil und macht es äußerst schwierig, es zu genießen. Die Verwendung von hoher Zufälligkeit, um die Spielzeit des Spielers zu erhöhen, ist gleichbedeutend mit Folter. Ich mag dieses Spiel immer noch mehr und hoffe, dass das Produktionsteam unnötige Zufälligkeit verringert. Es ist momentan nicht sehr empfohlen. Es ist beim Spielen mehr inhaftiert. Wenn die Zufälligkeit geändert wird, wird sie in die positiven Bewertungen geändert."
1744654373,1865,False,"Es gibt einen so schweren Fehler in diesem Spiel, aber es ist nicht behoben? Die guten Attributrunen, die ich hart gearbeitet habe, um zu bürsten, sind ohne Grund verschwunden? Die Runen verschwanden unerklärlicherweise, egal ob sie sich im Rucksack oder ausgestattet haben (es ist definitiv keine schlechte Sache, sie zu trennen)"
1744651076,1788,True,"Grasmähenspiele, stressfreier!"
1744647533,1294,False,"Es ist nicht möglich, oft zu beginnen. Ich weiß nicht warum"
1744640352,422,True,"Nicht schlecht, es gibt derzeit zu wenig Inhalt, es wird nicht empfohlen, es zu kaufen"
1744636190,402,False,"Dieses Spiel wird oft nicht begonnen und es dauert oft viele Male, um in das Spiel einzusteigen"
1744632437,934,False,"Sehr begrenzter Inhalt
Der Spielinhalt ist sehr begrenzt, Sie könnten in den ersten Stunden glücklich sein und dann nichts anderes"
1744631339,309,True,"Ich mag diesen Stil wirklich, es ist wirklich ein bisschen schmerzhaft, wenn ich keine Wolkensynchronisation habe"
1744621425,825,False,"Du bist der zufällige König. Ich bin so froh, derjenige zu sein, der eine Angriffsgeschwindigkeit von 500% erreichen kann. Sag mir, wie ich es erreichen kann? Wie kann ich den Kern bedienen, ohne ihn dem Recht zu geben, ein Upgrade zu weigern? Mit dir spielen 🐎, dummer Narr"
1744595267,1685,False,"Warum besetzt die Superwaffe, die aus dem Wind Slash synthetisiert wurde, und der Riesenfang besetzt einen so großen Teil des Aussichtsfensters? Und es ist so schillernd !!! Bitte ändern Sie es zurück, danke."
1744556465,1565,False,"Die Schwierigkeit ist zu hoch, die Anforderungen an das Entsperren neuer Charaktere sind zu unvernünftig und der Übergang ist zu unberührt.
Auch wenn ich viel Glück habe und das, was ich will, früh bekomme, muss ich trotzdem vorwärts gehen, und ich kann mich überhaupt nicht gut fühlen."
1744546904,452,False,"Ist der Überlebende, der sich nicht glücklich fühlen kann?
Der Inhalt ist erbärmlich und es gibt zu viele zufällige Elemente. Es gibt nur wenige, die kombiniert werden können, um sich die Spieler konkav zu fühlen. Die Qualität der Drei-Wahl-Fähigkeit muss in Weiß, Blau, Lila und Orange unterteilt werden. Ich bin überzeugt.
Die Kosten für konkav sind so teuer wie NM wie der Wert von Pfund in einem Bestattungsunternehmen
Außerdem gibt es in der Rucksack -Benutzeroberfläche so viele leere Leerzeichen, dass ich das Etikett erklären und der Maus folgen muss. Was ist das Gehirn, das mit dem Tag kommt?"
1744541857,1516,False,"Nach zwei Stunden Bürsten konnte ich nicht den Buff bekommen, den ich wollte. Es war nutzlos zu operieren, wenn ich kein Glück hatte. Ich gab zwei Goldmänner, um das Level direkt zu bestehen. Wenn ich es nicht hätte, würde ich es nicht aushalten."
1744537408,79,False,"Es ist schmerzhaft, das Land zu öffnen, aber es ist nur langsam, dorthin zu gelangen, und es ist keine gute Zeit zum Spielen."
1744536777,357,False,Häufig begegnen Fehler und erscheint plötzlich beim Spielen (1) einige Fähigkeiten werden nicht veröffentlicht (2) Der Feind wird nicht aktualisiert
1744534667,555,False,"Können Sie nur ein Spiel verwenden, um Super Martial Arts zu übertreffen? Ich werde später nicht glücklich sein ... es gibt viele unordentliche Systeme, aber die Tiefe ist sehr begrenzt."
1744527528,317,True,"Wählen Sie einfach alle körperlichen Fähigkeiten aus und Sie werden fertig sein. Sie können Angriffe beschleunigen und CDs reduzieren
Die Angriffsgeschwindigkeit beträgt 2000+ und es gibt kein Monster auf dem Bildschirm."
1744518497,498,True,"Normal. Sehr wenig Inhalt. Es gibt nur drei Charaktere und nicht viele Fähigkeiten. Darüber hinaus werden die Fähigkeiten verschiedener Attribute gegeneinander ausgetauscht, und es gibt keinen Unterschied zwischen dem Spielen jedes Genres. Nachdem ich ein paar Spiele gespielt hatte, war ich langweilig."
1744516511,1334,True,"Es macht ziemlich viel Spaß, auf dem Dampfdeck zu spielen. Es ist ziemlich resistent gegen 60 Stiche. Es ist nur so, dass der Schaden am Anfang etwas zu niedrig ist. Nach den niedrigen Runen wird es besser."
1744512888,1647,True,"Das Spiel ist überall gut, aber das Tempo ist zu langsam! Es dauert mehr als 20 Minuten, um ein Spiel zu beenden"
